area,wilson_response,normalized_response,generator,dprime_quotient
0.0,1.0,-1.0,2.0,
0.25,0.7788007830714049,-0.5576015661428098,1.5576015661428098,2.260405832093899
0.5,0.6065306597126334,-0.21306131942526685,1.2130613194252668,1.2707470412683992
1.0,0.36787944117144233,0.26424111765711533,0.7357588823428847,0.7909883534346632
2.0,0.1353352832366127,0.7293294335267746,0.2706705664732254,0.5782588213748329
4.0,0.01831563888873418,0.9633687222225317,0.03663127777746833,0.5093286801818872
